"Age","Gender","Education","Country","Ethnicity","Nscore2","Escore2","Cscore2","Alcohol2","Cannabis2","Nicotine2","Opioid","Ascore2","Oscore2"
"18-24","Male","Some college or university, no certificate or degree","USA","White",29,45,36,"Used","Used","Used","Used",36,48
"18-24","Male","Left school at 18 years","USA","Mixed-White/Asian",40,43,40,"Used","Used","Used","Used",34,44
"25-34","Male","Some college or university, no certificate or degree","USA","White",44,30,33,"Used","Used","Used","Used",36,49
"18-24","Female","Left school at 18 years","UK","White",26,36,31,"Used","Used","Used","Never Used",29,46
"45-54","Male","University degree","UK","White",31,50,50,"Used","Never Used","Never Used","Never Used",52,55
"18-24","Male","Professional certificate/ diploma","USA","Other",37,40,51,"Used","Used","Never Used","Never Used",28,51
"18-24","Male","Some college or university, no certificate or degree","Canada","Mixed-White/Black",22,33,39,"Used","Used","Used","Never Used",36,50
"45-54","Male","University degree","Australia","White",26,44,47,"Used","Used","Never Used","Never Used",36,43
"18-24","Male","Some college or university, no certificate or degree","Canada","White",23,47,36,"Used","Used","Used","Never Used",39,50
"18-24","Male","Some college or university, no certificate or degree","Other","White",33,32,34,"Used","Used","Used","Never Used",40,48
"18-24","Female","Some college or university, no certificate or degree","Canada","White",45,41,26,"Used","Used","Used","Never Used",42,50
"18-24","Male","Some college or university, no certificate or degree","Australia","White",33,41,42,"Used","Used","Used","Never Used",40,50
"35-44","Female","Professional certificate/ diploma","UK","White",43,43,43,"Used","Used","Used","Never Used",37,36
"25-34","Male","Professional certificate/ diploma","USA","White",48,36,35,"Used","Used","Used","Used",43,52
"18-24","Male","Professional certificate/ diploma","Canada","White",34,49,31,"Used","Used","Never Used","Never Used",44,55
"18-24","Male","Some college or university, no certificate or degree","USA","White",40,44,42,"Used","Used","Used","Never Used",37,44
"25-34","Female","Masters degree","USA","White",39,48,34,"Used","Used","Used","Used",38,45
"18-24","Female","Some college or university, no certificate or degree","Other","White",24,41,30,"Used","Used","Used","Never Used",35,51
"18-24","Female","Professional certificate/ diploma","USA","White",46,46,35,"Used","Used","Used","Used",32,48
"18-24","Female","Left school at 18 years","USA","White",46,38,37,"Used","Used","Used","Never Used",33,47
"18-24","Male","Some college or university, no certificate or degree","USA","White",33,44,42,"Used","Used","Used","Used",40,48
"25-34","Male","Doctorate degree","USA","White",31,22,41,"Used","Never Used","Never Used","Never Used",42,30
"18-24","Female","Some college or university, no certificate or degree","USA","White",45,38,39,"Used","Used","Never Used","Used",43,46
"18-24","Male","University degree","USA","White",42,49,48,"Used","Used","Used","Never Used",44,50
"25-34","Female","University degree","USA","White",41,44,31,"Used","Used","Used","Used",42,54
"35-44","Male","Left school at 16 years","USA","White",47,36,30,"Used","Used","Used","Never Used",47,47
"18-24","Male","Some college or university, no certificate or degree","USA","Mixed-White/Black",26,52,46,"Used","Used","Used","Never Used",44,54
"18-24","Female","Left school at 18 years","USA","White",37,41,41,"Used","Used","Used","Used",40,53
"18-24","Female","University degree","Other","Other",46,31,38,"Used","Used","Used","Never Used",29,53
"18-24","Female","Some college or university, no certificate or degree","Other","White",51,37,45,"Used","Never Used","Used","Never Used",47,49
"18-24","Male","University degree","UK","White",43,37,41,"Used","Used","Used","Used",47,50
"18-24","Male","Some college or university, no certificate or degree","USA","White",36,32,46,"Used","Used","Used","Used",45,46
"55-64","Male","Masters degree","USA","White",37,44,46,"Used","Used","Used","Never Used",41,50
"45-54","Female","Masters degree","UK","White",21,45,42,"Used","Used","Never Used","Never Used",47,54
"18-24","Male","University degree","USA","White",36,45,50,"Used","Used","Never Used","Used",40,52
"25-34","Male","Left school at 18 years","USA","White",39,42,36,"Used","Used","Used","Never Used",50,52
"18-24","Female","University degree","UK","White",35,41,45,"Used","Never Used","Never Used","Never Used",34,49
"45-54","Female","Some college or university, no certificate or degree","UK","White",40,40,42,"Used","Used","Used","Never Used",47,48
"35-44","Female","University degree","UK","White",46,30,35,"Used","Never Used","Never Used","Never Used",42,43
"25-34","Female","University degree","UK","White",24,45,41,"Used","Used","Used","Never Used",36,37
"45-54","Female","University degree","UK","White",27,26,48,"Used","Used","Never Used","Never Used",52,36
"25-34","Female","University degree","UK","White",41,40,31,"Used","Used","Used","Never Used",44,39
"45-54","Female","University degree","UK","White",24,51,54,"Used","Used","Used","Never Used",44,46
"45-54","Female","Professional certificate/ diploma","UK","White",24,38,32,"Used","Used","Never Used","Never Used",53,30
"55-64","Male","University degree","UK","White",37,36,32,"Used","Used","Used","Never Used",40,40
"45-54","Female","Professional certificate/ diploma","UK","White",30,38,46,"Used","Never Used","Never Used","Never Used",51,44
"45-54","Female","Masters degree","UK","White",31,39,48,"Used","Used","Used","Never Used",43,55
"35-44","Female","Masters degree","UK","White",27,39,49,"Used","Never Used","Never Used","Never Used",40,49
"45-54","Female","Doctorate degree","UK","Mixed-White/Asian",43,39,47,"Used","Used","Used","Never Used",40,54
"35-44","Female","Left school at 17 years","UK","White",39,28,31,"Used","Never Used","Never Used","Never Used",36,32
"35-44","Female","University degree","UK","White",32,31,40,"Used","Used","Used","Never Used",45,32
"25-34","Female","University degree","UK","Other",36,34,37,"Used","Never Used","Never Used","Never Used",40,44
"45-54","Female","University degree","UK","White",49,35,43,"Used","Never Used","Never Used","Never Used",52,48
"35-44","Female","University degree","UK","White",26,36,46,"Used","Never Used","Never Used","Never Used",34,46
"25-34","Female","Masters degree","UK","White",50,31,42,"Used","Never Used","Never Used","Never Used",37,41
"25-34","Female","Doctorate degree","UK","White",27,45,42,"Used","Never Used","Never Used","Never Used",39,42
"45-54","Female","Masters degree","UK","White",32,34,41,"Used","Never Used","Never Used","Never Used",35,43
"45-54","Female","University degree","UK","White",29,42,36,"Used","Used","Used","Never Used",45,44
"25-34","Female","Some college or university, no certificate or degree","UK","White",50,36,36,"Used","Never Used","Never Used","Never Used",50,53
"25-34","Female","Professional certificate/ diploma","UK","White",39,46,46,"Used","Used","Used","Never Used",44,39
"45-54","Female","University degree","UK","White",36,39,46,"Used","Used","Used","Never Used",45,41
"25-34","Female","Professional certificate/ diploma","UK","White",32,34,42,"Used","Never Used","Never Used","Never Used",47,38
"35-44","Female","Left school at 16 years","UK","White",28,40,44,"Used","Never Used","Never Used","Never Used",41,38
"25-34","Female","Masters degree","UK","White",53,33,26,"Used","Used","Used","Never Used",31,44
"35-44","Female","Professional certificate/ diploma","UK","White",37,32,44,"Used","Never Used","Never Used","Never Used",47,43
"35-44","Female","University degree","UK","White",40,40,42,"Used","Never Used","Never Used","Never Used",32,38
"25-34","Female","Masters degree","UK","White",35,37,44,"Used","Used","Used","Never Used",54,43
"25-34","Female","Professional certificate/ diploma","UK","White",24,39,43,"Used","Used","Used","Never Used",49,38
"55-64","Female","University degree","UK","White",34,39,38,"Used","Never Used","Used","Never Used",48,47
"35-44","Female","Some college or university, no certificate or degree","Other","White",52,33,34,"Used","Never Used","Used","Never Used",48,33
"35-44","Male","Doctorate degree","Other","White",52,39,39,"Used","Never Used","Never Used","Used",36,52
"35-44","Female","Masters degree","UK","White",26,41,46,"Used","Used","Used","Never Used",41,49
"45-54","Female","Professional certificate/ diploma","UK","White",21,35,53,"Used","Used","Used","Never Used",44,34
"18-24","Male","Some college or university, no certificate or degree","USA","White",31,47,33,"Used","Used","Used","Used",39,50
"25-34","Female","Some college or university, no certificate or degree","USA","Mixed-White/Asian",35,49,38,"Used","Used","Used","Used",37,58
"35-44","Female","Professional certificate/ diploma","USA","White",25,38,49,"Used","Used","Used","Used",49,51
"18-24","Female","University degree","UK","Asian",42,41,38,"Used","Never Used","Never Used","Never Used",45,38
"18-24","Male","University degree","UK","Asian",44,44,48,"Never Used","Never Used","Never Used","Never Used",28,40
"18-24","Male","Some college or university, no certificate or degree","USA","White",24,51,45,"Used","Used","Used","Never Used",50,48
"18-24","Female","Some college or university, no certificate or degree","UK","Other",23,40,40,"Used","Used","Used","Never Used",44,47
"18-24","Female","Some college or university, no certificate or degree","USA","White",44,25,27,"Used","Used","Used","Used",35,49
"18-24","Male","Some college or university, no certificate or degree","USA","White",54,33,32,"Used","Used","Used","Used",35,46
"18-24","Male","Some college or university, no certificate or degree","USA","Mixed-White/Black",20,52,44,"Used","Used","Used","Used",48,60
"18-24","Male","Some college or university, no certificate or degree","USA","White",43,43,38,"Used","Used","Used","Used",33,41
"35-44","Female","University degree","USA","White",30,43,41,"Used","Used","Used","Used",40,58
"18-24","Female","Some college or university, no certificate or degree","USA","White",35,46,39,"Used","Used","Used","Never Used",36,46
"18-24","Male","Masters degree","UK","White",31,42,47,"Used","Used","Used","Never Used",42,52
"18-24","Male","Some college or university, no certificate or degree","Other","Other",47,28,34,"Used","Used","Used","Used",36,46
"25-34","Male","Professional certificate/ diploma","UK","White",33,45,43,"Used","Used","Used","Never Used",41,48
"25-34","Male","Some college or university, no certificate or degree","USA","White",53,32,32,"Used","Used","Used","Never Used",32,49
"25-34","Female","Masters degree","USA","White",43,53,51,"Used","Used","Used","Never Used",38,54
"18-24","Female","Some college or university, no certificate or degree","USA","White",53,23,34,"Used","Used","Used","Used",38,51
"18-24","Male","Some college or university, no certificate or degree","USA","White",36,36,33,"Used","Used","Used","Used",48,54
"18-24","Female","Some college or university, no certificate or degree","USA","White",32,43,50,"Used","Used","Used","Never Used",37,45
"18-24","Male","Some college or university, no certificate or degree","USA","Other",32,40,38,"Used","Used","Used","Used",42,50
"35-44","Female","University degree","USA","White",19,43,38,"Used","Used","Used","Used",34,50
"25-34","Male","Some college or university, no certificate or degree","USA","White",45,39,44,"Used","Used","Used","Used",44,56
"35-44","Female","Some college or university, no certificate or degree","USA","White",30,33,37,"Used","Used","Used","Used",45,55
"18-24","Female","Some college or university, no certificate or degree","USA","White",38,48,49,"Used","Used","Used","Never Used",49,47
"18-24","Male","University degree","USA","White",29,49,49,"Used","Used","Used","Never Used",52,55
"35-44","Male","University degree","Australia","White",35,36,45,"Used","Used","Used","Used",39,39
"18-24","Female","Some college or university, no certificate or degree","USA","White",31,45,31,"Used","Used","Used","Never Used",49,56
